1.286142532949498957e-02,5.791975892402743270e-03
1.432392629953790041e-02,-3.814944306527841278e-02
5.830840652435337855e-03,4.209640361582279999e-02
1.357321197079601124e-02,-9.443641473386966967e-02
-1.039415883069591540e-03,3.667809281040392000e-02
-8.792059378839268621e-03,4.628966485143709564e-02
-4.820863169609249273e-03,4.592049685526818775e-02
-2.848470392010602620e-02,1.233420858205431375e-01
-2.627573782230196303e-02,1.907255029173569871e-01
-7.327068297009597941e-02,2.266472268947072322e-01
-3.018760934476692054e-02,3.189214716709203867e-01
-1.148451160627473044e-01,2.558381542615383863e-01
-1.191840249507446770e-01,3.522304156318921686e-01
6.658492716361016917e-02,2.381142186260715721e-01
-1.274115630498222906e-01,3.703116047891679696e-01
-1.713018430226727062e-01,3.858958753129822505e-01
-1.266154328453065192e-01,3.995786454150287992e-01
-1.119519282681431388e-01,3.927405165280458132e-01
-1.178610246284604868e-01,3.841279004883172976e-01
-1.757243596100900862e-01,6.771484784396218926e-01
-3.024819271958878453e-02,6.954877059841164666e-01
1.890006809299268065e-01,4.895324385855245319e-01
8.098547132609820176e-01,-3.992978901621683230e-01
4.960820636681055884e-01,-6.873073990872574646e-01
1.984811085305351053e-01,4.108749048933443282e-01
-9.606246328705545512e-01,3.534963222588419773e-01
7.003691207628680582e-01,-1.624054093736518323e-02
6.133034240574558593e-01,-6.341296225878195747e-01
2.211704473121040015e-01,-4.220917226909312037e-01
1.145049627504306500e-01,-1.758229490400222139e-01
1.706850592428646729e-01,-1.715026773814782857e+00
1.064671727054710693e-01,2.321338455439093118e-01
1.661526288064583412e-01,2.231279353513482278e-01
2.278327440429595008e-01,2.345678719720062644e-01
2.391675136351015585e+00,-2.788507079931560328e-01
2.232729882103063890e-01,1.869201327000515056e-01
6.222632360867824675e-01,1.413152332914537457e+00
1.533023142385294413e-01,2.384467688531124452e-01
2.359896837386355750e-01,2.536425719136692347e-01
-3.995888780514697647e+00,2.052903200494933689e+00
