1.549321335084296869e-01,2.078181859356958427e-01
2.218689669045214308e-01,2.300576013988132607e-01
-8.083593175415712651e+00,1.355281916368883621e+00
3.138833268295358470e-01,-1.765065061920712275e-01
3.194990197082697159e-01,-1.781380969292875593e-01
3.085570720276426537e-01,-1.573254407492067630e-01
1.998242180651260691e-02,7.697596018788759042e-02
3.056684011471407225e-01,-1.419827530454889630e-01
3.513042317896020172e-01,4.526316276287695728e-01
3.029838071087340157e-01,-2.054948476915508249e-01
3.043573351071615640e-01,-1.366996252230268383e-01
3.313905329738608962e-01,-2.047440841018672852e-01
2.813448691591176498e+00,-1.458962716260665760e+00
3.039824255814828069e-01,1.251540386229441360e-01
3.478539830745083217e-01,1.161657005018276456e-01
3.225801029317394431e-01,1.837885206718617437e-01
3.240624845000633081e-01,1.892918861866075553e-01
3.289772639253362163e-01,1.737062982112136389e-01
3.656698432823964340e-01,1.113313697678052494e-01
3.279287977581799574e-01,1.820945068061874672e-01
5.478088188082136378e-01,-2.653464220667643980e-01
3.340450130745645230e-01,2.152237584498048195e-01
3.546562536816478817e-01,1.201493945709063565e-01
4.401664954137543551e-01,4.923883640832239506e-01
2.957204879346305160e-01,1.187074976020263267e-01
4.438332819099701787e-01,7.573611380276874284e-03
4.913681960578412666e-01,-1.601011428897171351e-01
4.850326728692064271e-01,-1.960346003895445666e-01
4.885944526524007570e-01,-1.901751886364450306e-01
4.918080274777581473e-01,-1.755317320255507796e-01
4.706877888222431583e-01,-2.205640059870789260e-01
5.006650121218385596e-01,-1.645881078275244769e-01
5.109113719358195915e-01,-7.563586469409806778e-03
4.196854133055564207e-01,-2.555377942802278257e-01
5.037152881517619196e-01,-2.138653941174261663e-01
1.198802200307442778e-01,-4.161221823010031184e-01
4.417502006960433714e-01,-1.386293914705807317e-01
4.748465062273265480e-01,-4.027814367368860726e-02
4.879695549288340928e-01,1.647479753190913276e-01
4.796696680219723063e-01,1.827928227340944456e-01
4.931811490986234836e-01,1.638235594388351424e-01
4.932810651957073578e-01,1.679766580011945731e-01
4.657755330556255791e-01,2.026199185481137865e-01
5.051012518784923078e-01,1.714115007681821512e-01
6.691002499221500033e-01,-6.192138632147998756e-01
5.246604442181078687e-01,1.375493605574890921e-01
4.218320025997240319e-01,1.939298071126863143e-01
4.661348982927037699e-01,1.820439921523589744e-01
7.043566668806900966e-01,-8.122015452640166111e-02
5.810821683093193579e-01,-1.773189914682673507e-01
5.984906975028116971e-01,-2.324345658173463947e-01
6.135231941814188739e-01,-2.037130930450658517e-01
6.055787448055675037e-01,-2.178988259645391334e-01
6.167799370655204783e-01,-2.083381710863149439e-01
6.305853743097427078e-01,-2.598020291302529095e-01
6.137544796880217701e-01,-2.119458980726701414e-01
8.371344686896373677e-01,1.940303636649405750e+00
6.732294061880301772e-01,-2.585448196087352102e-01
5.878570836517512666e-01,-1.599849232605249916e-01
6.467679219540380942e-01,-2.400934854345433966e-01
5.620719351393547170e-01,-1.275171850774480253e-01
6.249369812268188440e-01,4.820272950260964112e-03
6.178888769046100293e-01,1.399584900406411481e-01
6.210086855395061667e-01,1.425150611000832734e-01
6.321335992230434631e-01,1.494609724766562675e-01
6.204950656128187525e-01,1.271507621013844569e-01
6.407253990689084633e-01,1.461849727774220398e-01
6.495301434973269616e-01,1.545194604715733611e-01
7.059329997342714824e-01,3.296271324120437357e-02
6.344693496212961970e-01,1.580812288970977475e-01
6.349472648587024537e-01,3.754433515473054594e-02
7.305853178069148246e-01,2.793265842356264517e-01
3.897330263586826216e-01,-5.718065887720039653e-01
7.808573543488693813e-01,-1.259830891114790616e-02
7.900906185526976877e-01,-7.815872355368973234e-02
8.130267535207240659e-01,-1.162308507331818314e-01
6.145270523796571016e-01,-6.839483002488185026e-02
4.380209078053903249e-01,1.646586564324248880e-01
6.776901241934564224e-01,7.858877654225851495e-02
