1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.014181643689815893e-01,-1.129759228331131821e-01,1.667457274195293659e-01,3.832461300430760609e-01,9.595415225911854140e-01,-1.800286955550722129e-02,-1.133122731276600681e-01,-2.571308847062124814e-01
8.412337093375142905e-01,-2.552108883596390654e-01,3.608995311706174047e-01,3.113595624639765580e-01,9.162323865200602269e-01,-7.772881023394236089e-02,-3.206066304061522820e-01,-2.273495865203706834e-01
6.012703545758714130e-01,-3.979711850024058584e-01,2.045161619197727321e-01,6.620166433931944372e-01,9.626547265236037321e-01,-3.148685386956519283e-02,-1.090704844483097458e-01,-2.457805626109873243e-01
7.279256760063120835e-01,-2.337162007567192279e-01,5.709014600780413229e-01,2.992866027662431927e-01,9.206101781130925366e-01,-7.483893413843206721e-02,-3.493178586390238149e-01,-1.576485570103649259e-01
7.283838144226777445e-01,-1.584368736113337950e-01,5.570035586525164950e-01,3.661991420194333768e-01,9.166243828940059402e-01,-1.034386603769367335e-01,-3.529732174168395131e-01,-1.565569928492881457e-01
7.283838144226777445e-01,-1.584368736113337950e-01,5.570035586525164950e-01,3.661991420194333768e-01,9.166243828940059402e-01,-1.034386603769367335e-01,-3.529732174168395131e-01,-1.565569928492881457e-01
7.378959888453561211e-01,-1.783615603802224114e-01,5.580849729053249941e-01,3.350191433962079746e-01,-6.451511579298224719e-01,6.086014655267461826e-02,7.444300894002903179e-01,-1.609343592241003484e-01
7.857789134418174948e-01,-1.605322507513248509e-01,5.195914066449599522e-01,2.946280125847207110e-01,-5.390067091113720510e-01,7.637358158401653940e-02,7.697701878398780506e-01,-3.333057177456117404e-01
7.349857380490342207e-01,-2.596915576148326465e-01,5.227374008403964378e-01,3.451113871356975560e-01,-4.956513339297241583e-01,2.366023047742476515e-01,6.528969243324506122e-01,-5.216078131569975573e-01
7.330837735584198045e-01,-2.794075778730378268e-01,5.379964090943886168e-01,3.083495584138448709e-01,5.655817839821273285e-01,-4.943417479967869288e-01,-4.235878538405025151e-01,5.062774060669432696e-01
6.866583919707811567e-01,-3.813752775260752514e-01,5.198384521400327696e-01,3.358885739418132621e-01,-5.901157587592184006e-01,6.173995015871305281e-01,3.180686350674056251e-01,-4.115988217795966686e-01
6.816220289356496043e-01,-4.066730564019437333e-01,4.546176776124807306e-01,4.041425516678297525e-01,-5.877106255307628091e-01,6.214990133941719064e-01,3.266297242103292642e-01,-4.020549965497190459e-01
6.816220289356496043e-01,-4.066730564019437333e-01,4.546176776124807306e-01,4.041425516678297525e-01,-5.877106255307628091e-01,6.214990133941719064e-01,3.266297242103292642e-01,-4.020549965497190459e-01
5.141220623260938094e-01,-5.372020691635210898e-01,5.858908992839324537e-01,3.222177773684444801e-01,-5.597319169517903648e-01,6.335811213487367866e-01,3.484027538668708623e-01,-4.048341202442453657e-01
6.077851687926835167e-01,-3.367631528526725537e-01,1.070390038615420536e-01,7.111472555868478818e-01,-5.973118862651258798e-01,7.012233413499445733e-01,2.324015633469980469e-01,-3.122400509644585043e-01
5.488822139099766018e-01,-1.747326979123308421e-01,-6.473569530748442269e-02,8.148656878815165872e-01,-6.096744898494349529e-01,7.790253629366997723e-01,9.393702030657620494e-02,-1.122155806655043414e-01
5.558652599383897552e-01,-2.158187411732453431e-01,-3.422196857816660331e-02,8.020379920045290767e-01,-6.501306687819501384e-01,7.335301302294604531e-01,1.242383977009369894e-01,-1.543647695926405883e-01
5.558652599383897552e-01,-2.158187411732453431e-01,-3.422196857816660331e-02,8.020379920045290767e-01,-6.501306687819501384e-01,7.335301302294604531e-01,1.242383977009369894e-01,-1.543647695926405883e-01
3.294732644621447548e-01,-4.747795782945894993e-01,-1.356507750979423638e-02,8.159949195376297038e-01,-6.957811321816970151e-01,7.109245845657370388e-01,-3.305427123564912140e-02,-9.686209946656207381e-02
5.091833069951670065e-01,-4.928184177103058228e-01,4.432298079733182350e-02,7.042001423006214456e-01,7.528713425535998871e-01,-6.081733348040023746e-01,2.239389869832401469e-03,2.516046929767600804e-01
7.282383712251935259e-01,-3.674099107102837825e-01,5.315124575890733949e-02,5.760675110274966482e-01,8.135110476209171937e-01,-5.179284727747586192e-01,5.583494924860274433e-02,2.585194981627688682e-01
8.324476913797262956e-01,-1.546181242705919612e-01,-7.195465393601924164e-02,5.272064154963931326e-01,8.702224099350012176e-01,-4.205722675987449422e-01,8.353411510251299021e-02,2.425983853775792454e-01
9.213646681746331391e-01,9.134435609781518806e-02,-3.053023844040466117e-01,2.225619260469482996e-01,9.199454021989279529e-01,-3.055231565700075591e-01,-6.514062507639618860e-02,2.368813136091738880e-01
9.389823585259556848e-01,9.513931093745724155e-02,-2.671358564066086405e-01,1.946768504812197154e-01,9.519193213913357265e-01,-1.978854156632794958e-01,-2.454748490376422801e-02,2.325691054601390084e-01
9.389823585259556848e-01,9.513931093745724155e-02,-2.671358564066086405e-01,1.946768504812197154e-01,9.519193213913357265e-01,-1.978854156632794958e-01,-2.454748490376422801e-02,2.325691054601390084e-01
9.685968695734381573e-01,1.053540138233153706e-01,-1.999698752818881708e-01,1.035986727887893560e-01,9.389588518009862605e-01,-1.591947749614771590e-01,-1.735075157847641020e-02,3.044868628844278891e-01
9.837558379122505192e-01,1.145801589771151541e-01,8.177699094345169950e-02,1.113928287394645306e-01,8.695337810341521312e-01,-2.118280460443155988e-01,-3.601959845851301217e-02,4.446824384618598414e-01
9.919821925168976762e-01,1.107383449022154576e-01,-5.873341865599271405e-02,-1.608521776869435704e-02,9.890113649491011349e-01,-1.139973742584847322e-01,-5.591558911247879182e-02,7.572691435606740407e-02
9.917468076230671059e-01,1.238829532586601112e-01,-2.674937815468454022e-02,-1.938438107615430422e-02,9.904350362000300390e-01,-9.120430201697465877e-02,-6.390353445669680332e-02,8.146503940331328852e-02
9.917468076230671059e-01,1.238829532586601112e-01,-2.674937815468454022e-02,-1.938438107615430422e-02,9.904350362000300390e-01,-9.120430201697465877e-02,-6.390353445669680332e-02,8.146503940331328852e-02
9.952388379811750729e-01,9.735708079147430138e-02,4.600674673995748878e-03,2.966246562981904333e-04,9.899599347296277330e-01,-8.054228443871770671e-02,-4.545622518629111042e-02,1.068924676453729822e-01
9.862980485291947819e-01,8.554625901334712845e-02,5.022651324283731317e-02,-1.318153799971401585e-01,9.633429975472583839e-01,-9.112051840526458335e-02,-7.300897325129092254e-04,2.523227836942224522e-01
9.651754517757478169e-01,5.988289289170369012e-02,-3.861900976842100840e-03,-2.546281055760476475e-01,8.686112796685269144e-01,-1.121521794238635461e-01,-7.744228659532352045e-03,4.825726478008784404e-01
9.328506214853696799e-01,4.873593504580341074e-02,3.989004122147778164e-02,-3.547158175792556323e-01,7.600096183920526105e-01,-1.169821382785963121e-01,1.583258684706350186e-02,6.391008437399094966e-01
9.468802398720721492e-01,3.269853567310490594e-02,3.405507390120653816e-02,-3.181019790039430473e-01,7.223394677099093109e-01,-9.132885696422499144e-02,-7.435181246841469048e-03,6.854410633701484290e-01
9.436575841762289141e-01,3.130294957533592826e-02,5.784950494886967332e-02,-3.243207115676366437e-01,7.222142419185836326e-01,-6.646816558924495411e-02,-1.425243558939082861e-02,6.883207390547931848e-01
9.436575841762289141e-01,3.130294957533592826e-02,5.784950494886967332e-02,-3.243207115676366437e-01,7.222142419185836326e-01,-6.646816558924495411e-02,-1.425243558939082861e-02,6.883207390547931848e-01
