4.633573992311794121e-01,-6.097990745958990072e-02,8.657923811262305813e-01
4.688037931541398362e-01,-5.727636475976914665e-02,8.554872698056920077e-01
4.726341457448591243e-01,-4.573717562599568381e-02,8.631660403663093950e-01
4.768954719136548892e-01,-3.399086781865345158e-02,8.473285420479177432e-01
4.831497613050128592e-01,-1.578344481952690878e-02,8.570968759225245925e-01
4.831497613050128592e-01,-1.578344481952690878e-02,8.570968759225245925e-01
4.897061754472404327e-01,-1.698397861347121377e-03,8.608437487188684845e-01
4.963988137322699612e-01,7.058040044728240876e-03,8.651849714530824853e-01
5.032997108500671946e-01,1.276579736045000898e-02,8.613275382733748264e-01
5.106532801263775623e-01,1.184502165106917325e-02,8.696453869016561589e-01
5.180423610135460599e-01,1.028167483054500016e-02,8.571034358742010140e-01
5.264960782177909859e-01,-1.810150376432266171e-03,8.745695299242178811e-01
5.264960782177909859e-01,-1.810150376432266171e-03,8.745695299242178811e-01
5.326939257946396999e-01,-1.349216332829653031e-02,8.713277419706909610e-01
5.433024799107114555e-01,-3.000866059850184828e-02,8.658184403120622319e-01
5.557271827072035597e-01,-5.251383030112216632e-02,8.585188927368649914e-01
5.666976113072572652e-01,-7.431859685494142387e-02,8.325003590035130463e-01
5.666976113072572652e-01,-7.431859685494142387e-02,8.325003590035130463e-01
5.763901277920630006e-01,-8.493682702879834512e-02,8.334798151620366191e-01
5.849918669566702700e-01,-9.150002300462405092e-02,8.376986290726797790e-01
5.932035928714796125e-01,-9.589454620891066372e-02,8.316416560152225523e-01
6.001862630181490355e-01,-9.476585622061244052e-02,8.422505362829580955e-01
6.070671244271222955e-01,-9.391870938022249538e-02,8.270933168098055788e-01
6.136014614633518161e-01,-8.391147968934653534e-02,8.494486942281065378e-01
6.136014614633518161e-01,-8.391147968934653534e-02,8.494486942281065378e-01
6.184281577148984521e-01,-7.301032165202914204e-02,8.480108551624726543e-01
6.241982548608985271e-01,-6.014171172334293464e-02,8.422288344752700828e-01
6.285845789210200429e-01,-4.125703392304633232e-02,8.395598566017699049e-01
6.348139715419419682e-01,-2.044484707830750148e-02,8.341522821654929754e-01
6.348139715419419682e-01,-2.044484707830750148e-02,8.341522821654929754e-01
6.421419573298906558e-01,-5.305740741435663495e-03,8.370066724991053198e-01
6.499656949724270660e-01,5.346067173057749040e-03,8.409390965110525862e-01
6.583331044122711084e-01,1.212842140761398631e-02,8.424733560074031402e-01
6.678105610383530122e-01,1.539258859160107067e-02,8.446201414829345167e-01
6.779360760696270249e-01,1.564069592794164673e-02,8.409417267707045562e-01
6.881085740154733177e-01,1.549612325858933971e-02,8.162255756820294694e-01
6.881085740154733177e-01,1.549612325858933971e-02,8.162255756820294694e-01
6.969498611203699401e-01,1.293895745543425027e-02,7.810551213113114954e-01
7.071119309693560950e-01,1.088081308488549233e-02,7.421040149152429155e-01
7.169139155187567169e-01,8.015909777125759458e-03,6.864248814205669014e-01
7.271585584924595835e-01,6.416091573202237046e-03,6.081302257359553209e-01
7.271585584924595835e-01,6.416091573202237046e-03,6.081302257359553209e-01
7.355265314679655386e-01,3.683091873467111890e-03,5.150488842766853814e-01
7.417843536176716990e-01,1.675748972688393930e-03,4.030006127865039534e-01
7.495561804190934430e-01,8.457817040070013349e-04,2.683643265018349489e-01
7.593273775587022767e-01,-3.419995381234511842e-04,1.100452581107757843e-01
7.710324110779617213e-01,-1.514814949794175128e-03,-7.090021997282731914e-02
