4.372949129097651877e+00,1.694901486246214839e+00,1.158779812220871008e+00,9.408182718289303637e+00,-9.367814098184444660e+00,-8.633333445703378572e+00,3.373797470229765167e+02,-2.979414567683934223e+01,-4.678831541550061957e+01,3.440239090543563805e+01,1.852144845356433223e+02,-1.997602970640818398e+02,-3.294341601804333663e+00,1.135543500631875879e+01,-5.095245068403485789e+01,-4.832943080522818491e+01,7.417451082640386772e+00,1.979906944318253892e+01,1.158824907964521422e+00,-6.763684669592248611e+01,-3.688340946102598394e+01,3.742923676550118728e+01,2.181531278441203980e+01,-4.455020708188565237e+01,-1.595471223208622291e+02
-6.280909177080093997e+00,-1.639454278869170722e-01,-8.567516178585520947e+00,2.113099450660191891e+00,2.076682169133841072e+01,9.392015687797258749e+01,-4.253721915971563021e+02,-3.853911254173036838e+01,5.639028952903906600e+01,5.226600798101692646e+01,-8.199406094292453417e+01,1.282794309449868422e+02,-8.251105110814854982e+00,4.434595198492294799e+01,-1.397867137612843180e+02,-9.417080053070563395e+00,-1.387121866343852332e+02,3.971905594667068939e-01,2.863893734503412336e+00,5.924525067352716690e+01,-1.515548954052022737e+02,-4.988992015244734546e+01,4.601200878563318497e+00,4.798150158516452990e+01,1.004038772784583244e+02
2.143709885601810416e+00,1.196202257022166870e+00,-1.262286276857803591e+00,2.536002486177288517e+01,-3.599826449238982207e+01,-2.231715847672467135e+02,6.170707065919083334e+02,1.151362088197001015e+02,9.758783458032311842e+01,-2.945833414513360822e+02,4.163807788647842045e+01,2.034945804729863426e+02,-3.642279071713555538e+01,-1.761724279289767026e+02,4.544359731340850317e+02,9.522197232324164418e+01,2.376999455804266290e+02,-8.867880541258148241e+01,1.100207120329579169e+02,-5.895914530583596047e+01,6.179880602822601077e+02,-2.581935490678774769e+01,1.299172441814489503e+02,-1.264560456362602565e+02,5.046657105407385302e+02
-4.100287969075189665e+00,-1.266305302973209201e+01,-1.653263064323445874e+01,-2.246590797817028928e+01,6.224232734167421199e+01,2.001884813226423887e+02,-9.963072572927634383e+02,-5.848629370497423707e+01,-1.942099954530821151e+02,2.884448839730370082e+02,1.821519219162667014e+01,-1.406732982196185731e+02,3.568457559599138307e+01,9.442328614576045709e+01,-2.892535024852737706e+02,-2.185867508993403021e+02,-2.164933032785487512e+02,1.610378078298654145e+02,7.841755265822564525e+01,6.250006767878404901e+01,-7.208045775651399936e+02,2.137340173131923393e+02,5.552976670320092012e+01,1.926092708031762299e+02,-6.802755542875935362e+02
-2.309286326607319140e+00,3.429823011022202195e+01,5.870806128304861460e+01,-1.394570489030535043e+01,-2.485064922727843850e+01,-6.440026656915424041e+01,4.726621523199337389e+02,7.364419398921810966e+01,9.723448626806856510e+00,-5.025005770757978496e+01,-1.635221835249761853e+02,-2.274108672177135304e+00,-2.898182140923240002e+00,1.916990938302103586e+01,1.090598807896651401e+01,1.806958036541129786e+02,1.174483312025121791e+02,-8.670045415853147119e+01,-1.941053200892969812e+02,4.665188719728796229e+00,2.920050675686920840e+02,-1.765867497994136102e+02,-2.031508389424597283e+02,-6.990684639584696924e+01,2.351516938157273842e+02
7.418880099583335941e-01,7.119078277297230528e+00,-2.481642850899991615e+01,-9.907375182974851313e+00,4.004476387045143859e+00,-4.722583325276684008e+01,1.065448007967115984e+02,-1.139658862665211387e+02,5.203927184325775812e+01,1.176999232155079511e+01,-1.890835926445286361e+02,1.113416359350321727e+02,-3.755029762439485097e+01,6.200572766665001900e+00,1.108627763038763447e+01,-1.038212169658730488e+02,4.515128064743657887e+01,1.164384124741888904e+01,4.580137794158841302e+01,3.015046217378767324e+00,-1.489142958732748525e+02,1.036061616363440407e+02,5.627165998136398173e+01,8.714797314381058868e+01,-1.113050512274675725e+02
-3.196561591990992657e+00,-4.023032073232482020e+00,-4.595488460934113562e+00,-8.257505404658907366e+00,-7.187985189518439455e+00,5.399574614578332898e+01,-1.289197366829785665e+02,3.043145887323280618e+01,3.261912142676250426e+01,-3.163459459478713143e+01,1.583527656345994501e+02,8.564614462050745658e+01,-4.679401353573086197e+01,3.026285540401466392e+02,-6.466801771732313000e+02,9.551813693345370382e+01,-7.632238159130298527e+01,2.384502751747476879e+01,-5.146267467576224419e+01,-5.165163130397102265e+01,-1.479513598703384503e+01,-1.301138687219066981e+02,-6.579968011926524696e+01,-6.720450690617619216e+01,-6.017225054348333657e+01
1.373541032323044586e-01,-5.015128009780207563e+00,5.271592197614849429e-01,6.729652521437046175e-01,3.604331517447127986e+00,4.726061185914720575e+00,-3.011134741428769246e+01,3.578656122600967215e+00,-5.020300441940150904e+01,-1.194194588180688577e+01,8.381069840217691080e+00,-1.437842251889209990e+02,-1.675627275748464484e+01,-2.186834583091035142e+02,3.774512795863398651e+02,1.320185839053856967e+02,-3.288994832609699159e+01,3.134180648974012939e+01,-6.658624563251746054e+01,-3.196625691118254053e+01,-3.592040896300154884e+00,5.239469880079525410e+01,-3.568306333153008580e+01,2.309784830237504138e+01,-5.185263577067651397e+00
2.995121101708656308e+00,-4.432825134849904813e-01,-4.086199918774930495e+00,2.248992843380279716e+00,-1.159408828686087389e+01,-2.632527588183445388e+01,1.462807160735506500e+02,-5.248503385566034574e+00,6.427622925272675047e+01,2.234359636142983163e+01,2.027468282756490225e+01,1.441437938614731351e+00,-8.397071394922815557e+01,-5.332841874846945274e+01,2.802875401345755222e+02,-8.281514552531189111e+01,-1.357340971175891475e+01,1.571124138512413282e+01,-9.181173993760563690e+01,-4.668355547039229947e+01,1.186013833636577601e+02,-8.016612602151276690e+01,-4.459066313527736725e+01,-5.506104891100111587e+01,8.732930211528031350e+01
-4.995900436164248504e+00,-1.815030346193555744e+00,3.848379255702752744e+00,-7.879884456349719457e+00,9.760048661090733546e+00,1.799602108968973013e+01,-1.214586214778452700e+02,7.856076733360652931e+00,-7.795134046204763933e+01,-1.965822663563139017e+01,5.281553785679795965e+01,6.236380474257462936e+01,7.617652032720378941e+01,5.763133211516420218e+00,2.025325859917907678e+02,6.404182311808608574e+01,-1.081699126804154254e+01,-4.698791300387526348e+01,-2.891292354465672787e+01,8.612487177470097777e+01,1.990315366311662615e+02,-1.424982477971288120e+02,-1.080415064383871027e+02,-3.150279092113208890e+01,2.016230415318324276e+02
3.413723145869198561e+00,1.080383188294087304e+00,-6.293918631196520508e+00,7.717637497143989833e+00,-1.456923161626872520e+01,7.360211494679359312e+00,8.924711412129649091e+01,-2.001354365055457407e+01,9.070336501368522875e+01,4.152796803286605609e+01,-9.004461603931497393e+01,-6.924324308475900125e+01,9.152928948881492488e+01,-5.882079420368111755e+01,-1.527171007899486455e+01,-8.624585182885638801e+01,1.686592979707532791e+01,-1.193360529951239783e+02,6.263200335895682258e+01,6.117274892661193064e+01,4.843669753624624263e-01,9.646424622908239144e+01,-3.551559696258106413e+01,2.184932144657011577e+02,2.931215264495428414e+02
1.624771418682162683e+00,-5.215481465641762071e+00,-6.227364559234946917e+00,2.110863367404782309e+01,-1.174151552130686671e-01,4.571619376165583759e+01,-5.503024118923225672e+01,2.442138491079797546e+01,-5.624367132830192872e+01,-4.839815956796877572e+01,4.588225921548700370e+01,-5.833806224426692921e+01,2.397525990038768384e+01,4.263940400011657061e+01,-1.820023744697842858e+02,-1.726359848494254123e+01,5.885766594883298097e+01,7.967132006010848499e+01,1.591008334972767955e+02,-1.699814462566465778e+01,-1.501249398429613393e+02,1.158912838122074618e+02,2.415701043684329363e+02,-1.714942251417891725e+02,-4.067213011982789794e+02
-8.624038413064583075e-02,3.006400092681293934e-01,-2.973851519751913308e-01,7.424955248098896732e-01,1.302055901630161383e-01,1.537523193812555533e+00,1.606620129712139189e+01,-4.001235503497380108e+01,-1.694354310746886583e+01,1.477218127034345514e+02,-3.351747647473821985e+02,-2.004124961503723767e+00,-9.381246600292643123e+00,-2.423149848819755547e+01,7.025320217609123574e+01,-1.511042557115712270e+02,-1.814705604218430635e+00,1.462018749391888472e-01,-7.432475191565135475e-01,-3.519282764871509150e-01,-9.286180070423694088e-01,-1.312508724863552523e+00,-4.755058306067172502e-01,1.520523136341211945e-01,-8.345303289252378187e-01
9.307428493907531575e+00,-5.683536964865469443e+00,-1.207432941019975026e+01,-5.766644317100654860e+01,-2.565152091611530238e+01,-1.118557596795236435e+02,7.477259648747590859e+01,9.718904999630673558e+01,-1.389355471483098370e+02,2.035431244552925421e+02,3.437844075210750816e+02,4.472597677042962232e+02,4.339661402224629683e+01,3.110526764179744532e+02,9.952600460925058456e+00,1.040181578792322625e+02,1.854631165245735360e+02,3.362930328107304234e+01,-8.529959209464253433e+01,3.637430736106544771e+01,2.120109249912669043e+02,4.256754828890670694e+01,-5.956870686909255141e+01,-5.422631394779941161e+01,1.357086472770493231e+02
